,a股市值(不含限售股),主营产品名称,"净资产收益率roe(加权,公布值)",城市,市净率(pb),市盈率(pe),归属于母公司所有者的净利润,总市值,总股本,所属同花顺行业,新股上市日期,流通a股,股票代码,股票简称,营业收入,资产负债率,销售毛利率
0,15233043935.69,电动自行车||磁材产品||稀土永磁||新能源||金属钕||混合动力车电机||风电||节能压缩机||钕铁硼磁材||新能源电机||磁性材料||高端钕铁硼||节能环保||家电||钕铁硼||新能源汽车电机||电动车||磁材||新能源汽车||稀土||金属||烧结钕铁硼||粘结钕铁硼||磁材产品销售||其他||粘结钕铁硼永磁材料,1.39,海淀区,2.3402,126.4796,-42053030.3,15233043935.69,1215725773.0,有色金属-金属新材料-磁性材料,20000420,1215725773.0,000970.SZ,中科三环,4849832269.48,29.3729,11.0061
1,53657390722.43,锌精矿||餐饮住宿||铅精矿(含银)||酒店||银矿||白银||金属||矿产勘查服务||锌锭产品||白银产品||铅锭产品||锡锭产品||合质金||合质金含银||铅锌精矿含银||铅精矿||锡锭贸易||白银贸易||镍贸易||合质金贸易||铅精矿贸易||铜贸易||锌锭贸易||铅锭贸易||铝贸易||合质金（含银）||含银铅精矿（银单独计价）||黄金贸易||钴贸易||铅锌铜精矿含银||铜精矿||铅精粉（含银）和锌精粉（含银）||合质金(含银)||铅精粉(含银)||锌精粉(含银),17.87,锡林郭勒盟,4.0869,17.9757,1727381567.52,58949813685.95,2776722265.0,有色金属-贵金属-贵金属Ⅲ,20000608,2527432441.0,000975.SZ,山金国际,14995814811.74,19.1615,28.3871
2,13331091296.38,电工材料||光学材料||阻隔材料||pet切片材料||pvc压延材料||商品房||商铺销售||物流服务||渗析材料||国资改革||特斯拉||广东国资改革||高端薄膜||动力锂电隔膜||化工新材料||硅酸盐||高端材料||塑料||隔膜||新能源||锂电池隔膜||锂电隔膜||新材料||电池||塑胶制品||微压拉伸透气膜||无孔透湿防水功能薄膜||粗化电工膜||耐高温电容器用薄膜||偏光膜||复合塑料编织材料||高阻隔尼龙薄膜||热收缩烟膜||抗病毒面料||染料系偏光片||碘系偏光片||3d眼镜偏光片||防雾片||防爆膜||粗化膜||金属化膜||包括bopa膜||bopp膜||bope膜||透气膜||压花膜||无孔防水透汽膜||贴合布||防水透汽膜延伸品||复合包装布||农用编织布||篷布||彩条布||广告布||辐照管材||新材料母料||功能母料||专用料||功能光切片||共聚改性母料||聚氨酯浇注胶||聚氨酯混炼胶||聚氨酯制品||pvc薄膜||pvc硬片||bopp合成纸||bopp光膜等||bopa膜||bopp光膜||光学薄膜||双向拉伸薄膜||渗析防护材料||塑编阻隔材料和其他新材料,2.91,佛山市,4.5827,119.1426,83231779.75,13331091296.38,967423171.0,基础化工-塑料制品-膜材料,20000525,967423171.0,000973.SZ,佛塑科技,1662117593.64,29.5774,21.8812
3,3069708644.42,小包装蕃茄制品||蕃茄酱||大桶原料酱||金融衍生品||租赁服务||材料销售||大桶番茄酱||番茄红素胶囊||农产品销售||其他||番茄红素,,自治区直辖县级行政区划,-17.9038,-15.9784,-43544332.71,3069708644.42,771283579.0,农林牧渔-农产品加工-果蔬加工,20000926,771283579.0,000972.SZ,*ST中基,354172619.51,113.4324,-6.9335
4,3155130485.0,景区旅游业务||酒店||公路旅行客运||出租车业务||福隆园地产||车辆检测||公路旅游客运||福隆园项目||桂林七星公园||桂林龙胜温泉||桂林丰鱼岩||漓江大瀑布饭店||福隆园地产项目||桂林出租汽车||出租汽车营运||游船客运||入境游||休闲度假||景区经营||旅游||景区业务||漓江游船客运||公路客运站场(琴潭站)||漓江旅游客运||一城游公司||文化旅游||景区旅游||客运服务||其他,3.28,桂林市,2.8483,66.16,6803067.15,3155196200.0,468130000.0,社会服务-旅游及酒店-自然景点,20000518,468120250.0,000978.SZ,桂林旅游,338768479.47,51.3673,33.0685
5,697568486.8,阴极板||机组设备||其他产品,-2.04,台州市,4.749,-172.4598,8740967.91,1677596000.0,101060000.0,机械设备-专用设备-其他专用设备,20200727,42022198.0,920475.BJ,三友科技,126515152.76,34.4343,17.6736
6,90567495790.89,it终端及散件||服务器及部件||大数据||云计算||智慧城市||tmt||网络安全||网络游戏||chatgpt||人工智能等各类创新||it产品和解决方案,7.24,济南市,4.3039,45.8836,1284864502.29,90668802163.98,1472135122.0,计算机-计算机设备-其他计算机设备,20000608,1470490271.0,000977.SZ,浪潮信息,120669018861.99,80.4189,4.9055
7,1915182668.28,低压水平硼扩散设备||低压水平磷扩散设备||低压水平氧化/退火设备||低压水平化学气相沉积镀膜设备（lpcvd）||等离子增强化学气相沉积镀膜设备（pecvd）||扩散/lpcvd/pecvd自动上下料设备||sic基半导体器件用超高温氧化炉||sic基半导体器件用超高温退火炉||半导体器件用lpcvd||真空钎焊炉||热场||涂层石英管||硼扩散||磷扩散||氧化及退火设备||低压化学气相沉积（lpcvd）设备||等离子体增强化学气相沉积（pecvd）设备||原子层沉积（ald）设备||原子层边缘钝化沉积（epd）设备||电池间隙贴膜机||激光设备,15.29,深圳市,4.241,21.745,576081156.64,17048019509.34,405326189.0,电力设备-光伏设备-光伏加工设备,20241029,45534538.0,688726.SH,拉普拉斯,4320812519.66,60.1746,31.2411
8,36558719340.99,cmos图像传感器||显示驱动芯片||cmos图像传感器-手机||cmos图像传感器-非手机,0.64,,4.8648,568.5536,8111352.0,38046582938.21,2600586667.0,电子-半导体-数字芯片设计,20210818,2498887173.0,688728.SH,格科微,5722579132.0,66.6615,20.6962
9,2472466149.65,光刻材料||soc（碳膜涂层）||barc（底部抗反射涂层）||光刻胶||其他光刻材料||前驱体材料,4.79,厦门市,13.9371,224.381,70052880.37,22111017516.0,449319600.0,电子-半导体-半导体材料,20251118,50243165.0,688727.SH,恒坤新材,485504181.18,47.0346,43.6016
10,3850127336.0,uhmwpe纤维||无纬布||防弹制品||复合材料,6.98,大兴区,2.7307,31.1176,81498766.65,3859773906.0,224666700.0,基础化工-化学纤维-其他纤维,20211019,224105200.0,688722.SH,同益中,718579324.88,26.5934,30.6051
11,1558724694.8,精密直线导轨滑块||高速列车减震器主件||伺服电机主轴||汽车安全带装置转轴||汽车发动机涨紧支臂||高速列车高压连接器||自动化工厂柔性生产线配件||真空泵主轴||高端家电电路板核心散热部件||产业机器人精密配件||精密工业工具零件,-2.19,青岛市,7.6298,-261.0165,21970450.72,3057951221.4,184213929.0,机械设备-通用设备-金属制品,20201228,93899078.0,920510.BJ,丰光精密,156737462.83,26.2173,27.0096
12,1514739340.8,石英掩模版||苏打掩模版||功率半导体||ic封装||mems传感器||其他半导体,4.31,深圳市,4.7102,82.2823,71568858.96,5681760000.0,133500000.0,电子-半导体-半导体材料,20240806,35590680.0,688721.SH,龙图光罩,183254013.38,13.8118,48.6276
13,42442009677.6,投资银行业务||资产管理业务||自营业务||另类投资业务||信用交易业务||期货业务||直接投资业务||证券经纪业务||证券经纪||信用业务||融资融券业务||股票质押业务||权益类投资业务||固定收益类投资业务||股权融资业务||债券融资业务||财务顾问业务||证券公司资产管理业务||公募基金管理业务||私募基金管理业务||海外业务||金融产品代销||投资顾问||股票质押||权益类投资||固定收益类投资||基金投资||衍生品||股权业务||债券发行||并购重组||单一资产管理||集合资产管理||专项资产管理||公募基金管理||私募基金管理||境外业务||金融产品||金融债权||场外衍生品业务||券商资产管理业务||期货经纪业务||基差贸易业务,5.49,西城区,1.4342,19.9094,942923031.93,42442009677.6,3232445520.0,非银金融-证券-证券Ⅲ,20150226,3232445520.0,601198.SH,东兴证券,3610165346.64,74.5343,
14,8616428912.0,吸尘器水机||吸尘器干机||吸尘器配件||加湿器||卷发梳||吹风机||吸尘器||小家电||eps||电机||eps电机||汽车电机,5.27,宁波市,2.8547,39.9014,301567266.86,8616428912.0,484069040.0,家用电器-小家电-小家电Ⅲ,20211021,484069040.0,605555.SH,德昌股份,3288050831.32,42.424,14.0486
15,5302642355.64,工程安装||公共设施维护||污水处理||自来水||供水||自来水制售||水处理||自来水业||自来水排水||相关水处理业务||自来水管安装||污水处理业务||自来水业务||工程安装业务||自来水管道安装工程||一户一表改造工程||高层高压管工程||房产小区管网建设工程||二次供水设施建设和维护工程||市政雨污水管网工程||排水管网运维||排水管网工程||自来水管道安装||排水管网运维业务||排水管网工程业务||污水厂委托运行服务业务,6.13,无锡市,1.1653,14.4368,271602104.33,5302642355.64,935210292.0,环保-环境治理-水务及水治理,20110317,935210292.0,601199.SH,江南水务,1038705809.86,35.3829,39.3915
16,4920770853.96,suprema系列干法去胶设备||helios系列快速热处理设备||millios闪光毫秒级退火设备||paradigme系列等离子体刻蚀设备||hydrilis||hmr高选择比先进光刻硬掩模材料去除设备||novyka系列高选择比刻蚀和原子层级表面处理设备||hydrilisxt高产能等离子体干法刻蚀设备||定制化备品备件||通用型备品备件||服务及特许授权,7.41,大兴区,8.2801,105.8834,420120088.25,72795442800.0,2955560000.0,电子-半导体-半导体设备,20250708,199787692.0,688729.SH,屹唐股份,3796343026.93,24.4796,37.3643
17,1910925384.39,柴油滤清器||机油滤清器||空气滤清器,11.01,玉林市,3.8289,26.7993,47498192.79,2119427634.39,151712787.0,汽车-汽车零部件-底盘与发动机系统,20230515,136787787.0,920837.BJ,华原股份,446755153.62,40.3534,28.833
18,40634850194.88,锡材||锡化工||铅产品||铜产品||银产品||铜产品(贸易)||锡锭(贸易)||电解镍(贸易)||银锭||铟锭||阴极铜||铋锭||锡铅焊料及无铅焊料||铅锭||锡基合金||铜精矿||锡锭||铜冶炼||多金属||电池||新能源电池||锡资源||锌精矿||贸易产品||其他有色金属产品||无机锡化工产品及锌精矿||锌锭||锡化工产品||锌精矿含锌||贸易锡锭||贸易铜产品||贸易其他产品||压铸锌合金||锢锭||锌产品||供应链业务,8.75,昆明市,2.0377,17.4615,1283405204.11,40634850194.88,1645801952.0,有色金属-小金属-其他小金属,20000221,1645801952.0,000960.SZ,锡业股份,34416799341.84,37.0293,11.3893
19,4105653040.0,阻垢缓蚀剂||阻垢分散剂||杀菌灭藻剂||螯合剂||粘泥剥离剂||清洗预膜剂||除氧剂||反渗透阻垢剂||清洗剂||杀菌剂||84消毒液||阻垢剂||缓蚀剂||分散剂||反渗透药剂||助洗剂||乙酰氯||盐酸||杀菌剂等,3.6,枣庄市,2.6188,55.5146,83749098.13,6570374400.0,218430000.0,基础化工-化学制品-其他化学制品,20191128,136491125.0,300801.SZ,泰和科技,2118628982.54,23.4776,10.9287
20,73588210626.0,中药药品||医药器械||制剂||西药药品||麻醉药||中药饮片||医药制造||房地产业务||商业网络||百令胶囊||物流设施||抗肿瘤线||降糖药||吡格列酮||抑制剂||基药||专科药||医药产品||阿卡波糖||医药||糖尿病||抗生素||维格列汀||沙格列汀||阿格列汀||利格列汀||肾脏病药物||医用电子仪器设备||硫酸多粘菌素B||阿卡波糖片||血凝酶||泼尼松龙||小容量注射剂||注射穿刺器械||百令颗粒||中药肾病系列||糖尿病系列||免疫抑制剂系列||消化道系列||心脑血管系列||肉毒素||工业微生物||医美业务,11.39,杭州市,3.0526,20.1068,2562326688.45,73668884016.0,1754021048.0,医药生物-化学制药-化学制剂,20000127,1752100253.0,000963.SZ,华东医药,32664143135.68,38.6499,33.5183
21,3781400236.58,在线全自动2d||aoi||在线全自动3d||离线2d||在线全自动top||led检查机||在线全自动chip||双面在线全自动镭雕机||单面在线全自动镭雕机||金融电子设备控制线缆组件||工控电子设备控制线缆组件||特种车辆控制线缆组件||医疗健康设备控制线缆组件||太阳跟踪系统||高空作业车控制单元||x射线荧光光谱镀层测厚仪控制主机||机器视觉设备||控制线缆组件||控制单元及设备||多种智能制造及检测系统||半导体设备控制柜,5.29,徐汇区,3.732,50.1727,61645483.98,5516799712.1,284078255.0,机械设备-自动化设备-其他自动化设备,20191114,194716799.0,300802.SZ,矩子科技,615439946.25,20.9342,30.8276
22,13931219693.75,碳化硅||能源材料||钛及钛合金制品||钽铌及其合金制品||房地产||海绵钛||镁合金||金属新材料||钽铌||结构材料||新材料||金属||锂电材料||钽金属||合金制品||铌金属及合金制品||铍合金材料||钛金属及合金材料||光伏材料和能源材料,7.75,石嘴山市,5.0947,50.4867,156087404.86,14020080722.36,504864268.0,有色金属-小金属-其他小金属,20000120,501664375.0,000962.SZ,东方钽业,1198565207.55,22.7368,18.1065
23,2838359965.0,水质监测系统||空气/烟气监测系统||环境监测信息管理系统||运营服务,1.09,长沙市,1.4278,97.7898,21520566.39,2867151490.0,236759000.0,环保-环保设备-环保设备Ⅲ,20191106,234381500.0,300800.SZ,力合科技,557841223.4,18.2805,35.4483
24,6695118407.2,精煤||中煤||电力||煤气||焦炭||原煤||页岩气||煤化工||焦煤||煤矿||煤炭||煤炭业务||焦化业务||纯煤炭||中煤||煤矿瓦斯治理||煤层气勘探||煤层气开发||煤层气利用||煤层气销售||气井建造工程||煤层气运输||其他||煤层气（煤矿瓦斯）,4.41,晋中市,1.0835,18.7355,301680645.25,6695118407.2,967502660.0,石油石化-油气开采及服务-油气开采,20000622,967502660.0,000968.SZ,蓝焰控股,1609366229.87,44.4558,31.2428
25,3583826201.56,车展||移动巡展||试乘试驾||体验设备||促销管理||理货管理||销售代表管理||品牌策略与创意服务||媒体投放||公关服务||区域营销||数字营销||快消品销售||互动展示||零售终端管理||品牌传播||商品销售||数字零售||数字零售业务,2.17,广州市,3.3798,117.7966,6108700.33,5275434845.56,424411492.0,传媒-文化传媒-广告营销,20191121,288320692.0,300805.SZ,电声股份,1847630496.43,29.332,10.0212
26,20258791699.2,风机及配件||电磁线销售||漆包线||地铁业务||风机||核电||地铁风机||环境监测||固废处理||风机装备||环境监测及治理||环境综合治理||环卫装备||环卫服务||环境监测及固废处理||电工材料制造及其他||传统环卫装备||新能源环卫装备||智能装备||智慧服务,2.69,绍兴市,1.1868,32.2515,603646409.33,20268440979.2,3166943903.0,环保-环保设备-环保设备Ⅲ,20000330,3165436203.0,000967.SZ,盈峰环境,9544256885.58,46.7007,23.0457
27,8796950073.4,功能保护材料||精密保护材料||光光学功能薄膜材料||标示材料||光学级压敏胶制品||高性能压||敏胶制品||导电材料||屏蔽材料||绝缘材料||人工石墨散热材料||导热压敏胶制品||bopp压敏胶带||功能性薄膜材料||电子级胶粘材料||热管理复合材料||薄膜包装材料||保护膜||防眩膜||防窥膜||防静电膜等||汽车防爆||防尘||防油污||贴膜||建筑玻璃用防爆||保密等贴膜||飞机内用防爆||保温等功能复合材料||物联网领域（两层绕线覆铜板）2l-fccl||船舶领域防爆||保温薄膜||防油污贴膜||光学功能薄膜材料||精密离型膜||高性能压敏胶制品||高分子薄膜材料||pet基材||预涂膜,2.02,宿迁市,5.5551,208.7774,53770759.73,12601753983.4,453300503.0,基础化工-塑料制品-膜材料,20191125,316437053.0,300806.SZ,斯迪克,2238758028.17,71.2045,22.3222
28,13861471985.0,热力||煤炭||电力||水电||火电,2.48,武汉市,1.0721,32.5152,908218649.96,14794398818.0,3481035016.0,公用事业-电力-火电,20000316,3261522820.0,000966.SZ,长源电力,10520294738.06,65.2727,9.1263
29,73407039559.24,金融信息服务||广告||保险经纪||广告服务||证券服务||金融信息服务业务||广告业务||保险经纪业务||证券类业务,4.97,昌平区,27.6571,482.3041,-109951616.0,74579352728.8,608215240.0,计算机-软件开发-垂直应用软件,20191118,598654702.0,300803.SZ,指南针,963139853.0,81.085,87.0782
30,5016435645.4,物业出租||物业管理||房地产开发||房地产销售||滨海新区||飞机||酒店||物业出租管理||酒店运营管理,1.18,东丽区,0.9131,58.2303,890093.28,5016435645.4,1109830895.0,房地产-房地产-住宅开发,20000406,1109830895.0,000965.SZ,天保基建,2320043451.03,56.9527,8.2223
31,989175000.0,联苯肼酯||高效氯氰菊酯||噻呋酰胺||克菌丹||灭菌丹||土菌灵||萎锈灵||甜菜宁||甜菜安||乙氧呋||草黄||四氢亚胺||克菌丹制剂系列||甲氧虫酰肼||乙氧呋草黄,2.6,清远市,1.9561,57.2863,23691057.28,2661780000.0,74000000.0,基础化工-农化制品-农药,20230627,27500000.0,300804.SZ,广康生化,549873806.69,37.7959,24.5116
32,5708089896.64,全自动数控轧辊磨床||内外圆复合磨床（亚μ磨削系列产品）||维修改造服务||备件产品||数控轧辊磨床||亚微米级高端复合磨削系列产品||精密螺纹磨床||数控直线导轨磨床||华辰柔性智能制造系统及产线||亚微米级高端复合系列磨削产品||精密数控直线导轨磨床||超精密数控曲(平)面磨床,2.66,苏州市,5.838,166.4355,58058694.43,9611671072.0,253539200.0,机械设备-通用设备-机床工具,20191204,150569504.0,300809.SZ,华辰装备,354090191.09,25.7147,30.8976
33,2492672057.11,智能公交调度系统||车辆远程监控系统||智能公交收银系统||新能源充电监控系统||软件产品||智能调度系统||远程监控系统||充电运营管理系统||出租车运营监管系统||软件产品及其他,-3.21,郑州市,6.9486,-159.5315,-52871904.95,3265219780.13,68039587.0,计算机-计算机设备-其他计算机设备,20191219,51941489.0,300807.SZ,天迈科技,87686282.72,24.4175,43.2411
34,18803840576.74,特种材料制品及装备||超硬材料及工具||焊丝||清洁能源用先进材料||金刚石工具||难熔材料||新材料||带材||太阳能电池||太阳能||光伏电池||高速工具钢||非晶合金变压器||合金||高端材料||合金材料||钕铁硼业务||节能环保||钕铁硼||节能新材料||稀土||新能源||钨钼||金属材料||磁材||金属新材料||高速钢||非晶带材||蓝宝石||蓝宝石晶体||非晶变压器||电池||金刚石||非晶合金||能源用先进材料及制品||特种材料||制品及装备||先进功能材料及器件||特种粉末冶金材料及制品||高品质特钢及焊接材料||环保与高端科技服务||难熔钨钼精深加工制品||特种雾化制粉||超硬工具材料||稀土永磁材料及其制品||非晶及纳米晶材料||高速工具钢产业||环保工程及装备材料产业||环保与高端科技服务业||钼溅射靶材||钕铁硼磁体及制品||非晶带材及制品||纳米晶带材及制品||磨轮||钻头等||一体成型电感粉末||金属磁粉芯粉末||mim粉||手机托槽||镜头圈||手机按键||微型变速马达||穿戴设备的手表表壳||便携终端设备的按键||结构件和笔记本转轴系列等||高性能药芯焊丝||实芯焊丝||特种电焊条||焊带以及埋弧焊丝与焊剂||钨铜复合组件||钨钽复合件||靶体插件||钨串型限制器||包层部件第一壁,5.12,海淀区,3.3768,50.9049,340034826.71,19112562184.43,1050718097.0,有色金属-金属新材料-其他金属新材料,20000529,1033746046.0,000969.SZ,安泰科技,5818421850.12,43.9974,17.2063
35,3525372487.7,led应急灯||led手电筒||led露营灯||led台灯||led球泡灯||头灯||探照灯||日光灯||射灯||移动家居小电器||露营灯||户外照明||便携式储能产品||led||应急灯||手电筒||头灯与探照灯||台灯||球泡灯,-4.82,十堰市,4.8928,-74.8383,-15671377.34,4744000000.0,160000000.0,电子-光学光电子-LED,20191129,118899578.0,300808.SZ,久量股份,225701994.23,17.397,12.8839
36,3008243046.44,汽油车尾气处理催化剂产品||柴油车尾气处理催化剂产品||天然气车尾气处理催化剂产品||摩托车尾气处理催化剂产品||内燃机尾气净化催化剂||工业催化剂||储能与储能+||氢能||内燃机尾气净||化催化剂,-1.49,成都市,1.6722,-83.7166,-14090893.99,3008243046.44,119564509.0,汽车-汽车零部件-其他汽车零部件,20211022,119564509.0,688737.SH,中自科技,1190788615.18,46.3512,12.161
37,11144202000.0,成大速达||成大利宝||人用狂犬病疫苗||乙脑灭活疫苗,1.74,沈阳市,1.1872,50.7132,329698128.04,11144202000.0,416450000.0,医药生物-生物制品-疫苗,20211028,416450000.0,688739.SH,成大生物,1095886627.32,4.2394,79.6303
38,6558619487.7,锂电池主动安全材料||电子通信功能材料||低烟无卤阻燃材料||勃姆石||高纯氧化铝||高纯二氧化硅||结晶二氧化硅||熔融二氧化硅||球形二氧化硅||球形氧化铝||纳米复合阻燃材料氢氧化铝||锂电池涂覆材料||电子通信功能填充材料||二氧化硅粉体||球形氧化铝粉体||米复合阻燃材料||陶瓷化硅橡胶阻燃材料||纳米复合阻燃材料,-0.63,蚌埠市,3.0242,-355.7996,14760021.73,6558619487.7,199775190.0,电力设备-电池-电池化学品,20210817,199775190.0,688733.SH,壹石通,434783982.77,37.1376,21.3783
39,18828667657.8,公司贷款||公司存款||中间业务产品与服务||个人贷款||个人存款||银行卡||中间业务||资金交易业务||债券投资交易业务||衍生品交易业务||同业业务||票据业务||资产管理业务||投资银行业务||公司银行业务||财富管理业务||普惠金融业务||网络金融业务||信用卡业务||理财业务||金融市场业务||两岸金融业务||信贷业务||零售银行业务,6.64,厦门市,0.7173,7.2986,1934123000.0,18869764399.2,2639127888.0,银行-银行-城商行,20201027,2633380092.0,601187.SH,厦门银行,4286923000.0,92.5194,
40,88920087715.0,勘察设计咨询||工业制造||房地产开发||物流及物资贸易||大型养路机械设备||工程承包||铁路||城轨||轨道交通||轻轨||铁路施工业务||医院||镍矿||进口业务||基础设施建设||地铁施工||勘察设计咨询业务||工业制造业务||房地产开发业务||物流与物资贸易及其他||分部间抵销||物流与物资贸易||规划设计咨询||物资物流||绿色环保||产业金融,4.84,海淀区,0.3847,5.3154,15695439000.0,99386376101.416,13579541500.0,建筑装饰-建筑装饰-基础建设,20080310,11503245500.0,601186.SH,中国铁建,728403247000.0,79.1376,8.7724
41,5252352338.16,芳纶纸||复合材料,11.96,烟台市,6.8155,43.5277,70739037.76,5291325000.0,146250000.0,轻工制造-造纸-造纸Ⅲ,20230425,145172812.0,920394.BJ,民士达,343353498.65,22.0263,40.3686
42,4634418198.25,公路养护服务||园林绿化||销售机械设备及配件||机电产品||建筑材料||收费公路||出租车||公路开发建设管理||制造行业||出租营运||通行费||房地产开发||高速公路||出租营运等,3.35,哈尔滨市,0.9959,22.2157,151596667.97,4634418198.25,1305469915.0,交通运输-公路铁路运输-高速公路,20100319,1305469915.0,601188.SH,龙江交通,468869176.4,9.6982,43.6395
43,5320945621.2,商品房销售业务||贸易业务||电力销售||电力销售业务||核能||风机||海上风电||风电业务||风电||房地产业务||新能源||水电||新材料||清洁能源||住宅商品房||商业商品房||电力||工程施工||商品房||商品房销售（住宅）||商品房销售（商业）||贸易业务及其他,5.86,宁德市,2.0799,27.4343,114435810.58,5541212605.5,457951455.0,公用事业-电力-水电,20000731,439747572.0,000993.SZ,闽东电力,489848386.1,27.7889,53.3196
44,9138579495.2,d—核糖||α-熊果苷||力搏士||d-核糖冲剂||化积口服液||桔贝合剂||草珊瑚牙膏||莎筠洗衣粉||蚊香||化工原料的相关贸易||医疗健康服务||d-核糖||“莎筠”洗衣粉||tft||显示用混合液晶材料(tn型、stn型、tft型等系列)||民营医院||液晶||液晶材料||医院||医院管理||显示用混合液晶材料（TN型、STN型、TFT型等系列）||牙膏||草珊瑚||化工产品||生物医药产品||医疗服务||合成气||一氧化碳||氢气||乙烯||丁辛醇||oled材料||工业气体产品||co||氢气及合成气||丙烯||丁醇||辛醇||异丁醛||清洁能源产品||半导体显示材料产品||生命医疗服务||其他产品,0.58,南昌市,0.5113,66.1705,218451236.39,9138586263.2,1215237535.0,基础化工-化学原料-煤化工,20000706,1215236635.0,000990.SZ,诚志股份,8703973533.69,31.6665,14.4668
45,26032233605.04,电子支付产品||行业应用与软件开发及服务(含硬件配套)||开发产品||税控收款机||信息识读产品||识读设备||自动识别设备||互联网金融||物联网||芯片||快递||pos机||彩票||自动识别业务||行业应用与软件开发及服务（含硬件配套）||扫码枪||电子支付产品及信息识读产品||行业应用与软件开发及服务||房地产及物业费收入||支付运营及增值业务||商户运营及增值服务||大模型解决方案||大数据框架平台||业务支撑系统,12.92,福州市,3.6432,21.3826,818755381.88,26178450123.6,1013097915.0,计算机-计算机设备-其他计算机设备,20000807,1007439381.0,000997.SZ,新大陆,5986971486.29,44.765,35.7387
46,1174820477.05,腐乳||料酒||酸菜,3.55,长春市,4.7269,101.2672,17943461.88,2136086700.0,101670000.0,食品饮料-食品加工制造-调味发酵品,20210527,55917205.0,920726.BJ,朱老六,155219205.11,6.4804,24.5456
47,2251307520.0,葡萄酒||粮食白酒||白酒||番茄酱||保健品||咨询服务||果酱||种子销售||鲜葡萄||葡萄原汁||皇台经典系列||窖底原浆系列||皇台六鼎系列||皇台宾系列||凉州生态手选系列||凉州生态臻选系列||其他系列,-4.77,武威市,15.267,-236.6163,22625643.48,2251307520.0,177408000.0,食品饮料-白酒-白酒Ⅲ,20000807,177408000.0,000995.SZ,皇台酒业,87083058.4,69.3873,65.3567
48,11929228469.76,重组胶原蛋白产品||抗hpv生物蛋白产品||重组人源化胶原蛋白植入剂||重组胶原蛋白皮肤修复敷料||重组胶原蛋白黏膜修复敷料||重组胶原蛋白精华液||胶原蛋白面膜||抗hpv生物蛋白敷料/膜||其他产品||单一材料医疗器械||复合材料医疗器械||医疗器械||单一成分功能性护||肤品||复合成分功能性护肤品||功能性护肤品小计||原料及其他小计,32.25,太原市,13.573,32.995,519948617.6,25000246421.8,115065340.0,美容护理-美容护理-医疗美容,20230720,54905088.0,920982.BJ,锦波生物,1295732666.6,25.2639,90.8021
49,46721701484.3,999皮炎平||参附注射液||注射用头孢||免煎中药||三九胃泰颗粒||正天丸||处方药||999感冒灵||中药配方颗粒||医药制造||感冒灵||药品||基药||中成药||皮肤药品||皮肤用药||皮肤类药品||贴膏||中药||中药注射剂||配方颗粒||中药处方药||otc||肺药||999||皮炎平||B族维生素片||人参蜜片||地氯雷他定||护肝产品||抗病毒口服液||维生素矿物质片||牛初乳压片糖||骨科系列产品||阿奇霉素肠溶胶囊||正天丸等||热炎宁||血塞通软胶囊||天麻素注射液等||天麻素注射液,11.47,深圳市,2.2147,14.9069,2959832869.41,46764521809.8,1664217858.0,医药生物-中药-中药Ⅲ,20000309,1662694003.0,000999.SZ,华润三九,21986403962.07,33.9166,53.5178
50,12729689285.28,蔬菜瓜果种子||玉米种子||小麦种子||辣椒及辣椒制品||农化产品||棉花||油菜种子||玉米||大米||油菜||小麦||杂交水稻种子||水稻种子||水稻玉米||杂交水稻||稻种||水稻||种子||种子业||蔬菜||黑茶||蔬菜种子||生态农业||杂交玉米种子||杂交辣椒种子||干辣椒及其制品||油菜及棉花种子||谷子及食葵种子||土地修复类产品||向日葵种子||杂谷种子||油菜及其他,-12.46,长沙市,2.4814,-16.0725,-475413341.37,14224257230.48,1469448061.0,农林牧渔-种植业与林业-种子生产,20001211,1315050546.0,000998.SZ,隆平高科,2840882256.44,63.8457,31.9796
51,10384367328.0,刚性板vcp||柔性板片对片vcp||柔性板卷对卷vcp||水平式除胶化铜设备||龙门式电镀设备||连续滚镀设备||垂直连续电镀设备||五金连续电镀设备（原滚镀设备）||水平式表面处理设备||卷式水平膜材电镀设备||pet复合铜箔||五金连续电镀设备||磁控溅射卷绕镀膜设备||光伏镀铜设备,4.84,苏州市,5.7831,91.2326,68401354.32,10384367328.0,298401360.0,机械设备-专用设备-其他专用设备,20210615,298401360.0,688700.SH,东威科技,756942876.84,42.9078,33.9823
52,27099403030.5,tsingma.mx系列||tsingma系列||duet2系列||goldengate系列||greatbelt系列||humber系列||e680/v680系列三层以太网交换机||e530/v530系列三层以太网交换机||e550/v550系列三层以太网交换机||e580/v580系列三层以太网交换机||e350/v350系列三层以太网交换机||以太网交换芯片||以太网交换芯片模组||以太网交换机||授权许可||定制化解决方案及其他,0.4,苏州市,23.0397,4381.5019,-76195307.71,54735000000.0,410000000.0,电子-半导体-数字芯片设计,20230914,202991783.0,688702.SH,盛科通信,831600031.09,11.8541,49.1458
53,1362915325.8,土壤及地下水修复||水污染治理||水体修复||废气处理||固废处理与处置||环保产品销售与服务,-30.18,杭州市,9.2888,-19.597,-42405932.65,1362915325.8,134277372.0,环保-环境治理-综合环境治理,20210916,134277372.0,688701.SH,卓锦股份,71601681.76,69.6463,15.8899
