,a股市值(不含限售股),主营产品名称,"净资产收益率roe(加权,公布值)",城市,市净率(pb),市盈率(pe),归属于母公司所有者的净利润,总市值,总股本,所属同花顺行业,新股上市日期,流通a股,股票代码,股票简称,营业收入,资产负债率,销售毛利率
862,23332500000.0,变压器||金属化膜||变压器及金属化膜||薄膜电容器||超级电容器||混合动力车||大功率电容||风电||动力电池||交流电容||节能灯||新能源产品||电容||新能源汽车||新能源电容||直流电容||用薄膜电容器||薄膜电容||新能源薄膜电容||新能源||电池||电子元器件||金属化镀膜||pcb用薄膜电容器||交流薄膜电容器||电力电子薄膜电容器||全系列薄膜电容器,16.12,厦门市,4.0746,19.7133,774767524.51,23332500000.0,225000000.0,电子-元件-被动元件,20021210,225000000.0,600563.SH,法拉电子,3944274904.09,30.8591,32.8762
863,24109446753.6,雷贝拉唑钠肠溶胶囊(济诺)||小儿豉翘清热颗粒(同贝)||三拗片||健胃消食口服液||消化系统类||儿科类||蒲地蓝消炎口服液||清热解毒类||水工机械||处方药||中成药||牙膏||雷贝拉唑钠肠溶胶囊（济诺）||小儿豉翘清热颗粒（同贝）||小儿豉翘清热颗粒||川芎清脑颗粒||妇炎舒胶囊||雷贝拉唑钠肠溶胶囊||消化类||呼吸类||心脑血管类||妇科类||赖氨肌醇维b12口服溶液||格列吡嗪片||参归养血片||氧氟沙星滴耳液||黄虎喷雾剂||蒲地蓝浸膏||蛋白琥珀酸铁口服溶液||利多卡因,7.12,荆州市,1.7493,17.7447,1902829554.86,24191112727.6,921215260.0,医药生物-中药-中药Ⅲ,20010822,918105360.0,600566.SH,济川药业,3932057245.53,16.1839,76.2819
864,60386028225.6,终端电器||控制电器||电源电器||电子电器||仪器仪表||建筑电器||控制系统||小型断路器||变压器||配电电器||低压电器||工业自动化||系统集成商||智能电气||逆变器||低压电器设备||茶叶||茶籽油||充电机||太阳能电池组件||电站运营||光伏电站工程承包||金属制品业||逆变器及储能||工程承包,9.67,温州市,1.3816,10.8371,3497592112.25,60386028225.6,2148968976.0,电力设备-电网设备-输变电设备,20100121,2148968976.0,601877.SH,正泰电器,46396003206.81,66.0924,27.5099
865,4988275099.38,环锭纺||转杯纺||络筒机||倍捻机||天然纤维纺机||清纱器||自动化纺织机械||自动化纺纱机械设备||纺纱机械||梳棉机||粗纱机||细纱机||转杯纺纱机以及空气纺纱机的整体解决方案,-7.55,乌鲁木齐市,1.5611,-15.6621,-118817000.0,4988275099.38,1787912222.0,机械设备-专用设备-纺织服装设备,20031203,1787912222.0,600545.SH,卓郎智能,2697327000.0,56.7708,16.5992
866,4261393159.32,手机背光显示模组||专显背光显示模组||5g手机后盖||led背光显示模组||手机背光源||专显背光源||背光显示模组,9.71,深圳市,5.0648,41.026,-1545100.33,6024756706.32,222644372.0,电子-光学光电子-LED,20210203,157479422.0,300940.SZ,南极光,615329981.6,28.3423,27.6165
867,20994210522.6,标砖||钢材||其他矿产品||设备及配件||运输||气煤||弱粘结煤||焦煤||肥煤||动力煤||长焰煤||贫煤||无烟煤||煤炭||煤源||煤矿||采煤||航运||海运||煤炭贸易||站台装卸||物业||租赁服务||原煤||洗精煤||中南部炼焦煤||无烟||半无烟煤||自产煤||山西地区北部动力煤||中部无烟煤及东南部无烟,6.35,太原市,1.282,15.0488,2081743337.73,20994210522.6,1982456140.0,煤炭-煤炭开采加工-煤炭开采,20030731,1982456140.0,600546.SH,山煤国际,15332467845.71,49.7149,34.7063
868,2761364812.02,商户端支付解决方案||网控服务及应用||发卡系统||银行端网控器||制卡设备||商户端服务||商户端软件||商户端硬件||数字营销||银行端产品及服务,1.19,福州市,4.1667,260.3133,28298179.15,5319405000.0,204750000.0,计算机-计算机设备-其他计算机设备,20210209,106288099.0,300941.SZ,创识科技,156271040.26,8.277,32.0373
869,131782604431.62,白银||小金条||精矿银||精矿金||建筑材料||金矿||金属||铂金||外购金||自产金||标准金锭||投资金条||合质金||银锭,13.6,济南市,5.5255,31.864,2065816231.17,163104921992.48,4609929525.0,有色金属-贵金属-贵金属Ⅲ,20030828,3614443347.0,600547.SH,山东黄金,83783174059.44,62.9347,18.0138
870,16904240192.38,清连一级公路||南京三桥||广州西二环||通行费收入||梅观高速||收费公路||水环境治理||固废处理||收费公路业务||固废资源化管理||清洁能源||公路营运管理服务||大环保||其他相关业务||固废资源化处理||清洁能源发电,6.45,深圳市,1.0702,12.7645,1374015126.12,22699626267.22,2537856127.0,交通运输-公路铁路运输-高速公路,20011225,1714425983.0,600548.SH,深高速,6049555577.49,54.1391,36.5917
871,50083073197.05,证券经纪业务||投资银行业务||资产管理业务||期货业务||融资融券业务||自营投资业务||经纪业务||直接投资业务||证券自营业务||信用业务||私募基金管理||投资业务||证券研究业务||证券代理买卖业务||代理还本付息||分红派息||证券代保管||鉴证||代理登记开户||证券承销与保荐业务||财务顾问业务||场外市场业务||权益投资||固定收益投资||金融衍生品投资||融资融券||股票质押式回购||约定式购回业务||基金服务||代销金融产品||集合资产管理||单一资产管理||专项资产管理||公开募集证券投资基金管理||期货经纪||期货投资咨询||资产管理||私募股权基金||证券研究报告||鉴证以及代理登记开户||约定式购回||资产管理服务||另类投资||证券投资基金托管||科创板股票做市交易业务||基金做市交易业务||北交所股票做市业务等,5.26,杭州市,1.3702,19.8532,1264933805.07,50083073197.05,4573796639.0,非银金融-证券-证券Ⅲ,20170626,4573796639.0,601878.SH,浙商证券,6788546141.81,78.5461,
872,53455260112.0,氧化钨||钨粉||碳化钨粉||硬质合金||精密刀具||钨钼丝系列电光源材料||新能源材料||房地产及配套管理||海峡国际社区||能源新材料||钨钼材||碳酸钴||仲钨酸铵||稀土永磁||能源材料||钨钼制品||稀土新材料||光电新材料||钨品||新能源||采矿||房地产业务||新材料||高端磁材||磁材||高端钕铁硼磁性材料||钕铁硼||磁性材料||稀土产品||钨矿||钨精矿||钨产品||房地产收入||中重稀土||钨钼稀土||锂电||钨钼||锂电材料||稀土||电池材料||电池||钨钼等有色金属制品||钨钼等有色金属产品||电池材料产品||钨矿开采||钨冶炼||钨粉末||钨丝材||硬质合金深加工||钼酸铵||钼粉||钼条||钼片||钼坩埚制品||钼丝||稀土业务||高电压钴酸锂||高电压三元材料||高功率三元材料||高镍三元材料||氢能材料||磷酸铁锂,10.8,厦门市,3.2543,22.988,1402388931.27,54612952414.4,1587585826.0,有色金属-小金属-钨,20021107,1553931980.0,600549.SH,厦门钨业,32000882869.43,49.2318,18.0243
873,944198239.8,特种石墨||石墨坯||特种石墨制品||贸易||代加工,-19.2,宜春市,2.3625,-8.3447,-50639243.48,1200904860.0,93093400.0,基础化工-非金属材料-非金属材料Ⅲ,20230526,73193662.0,920719.BJ,宁新新材,150037757.87,70.0111,5.8637
874,4121947186.63,爱尚金||锦绣金||婚钻||情侣戒||爱尚炫||爱尚彩||计克类||计件类（即一口价）黄金饰品||铂金饰品||k金饰品||钻石饰品||天然及人工玉石珠宝饰品,6.2,杭州市,2.7213,33.2548,77080473.96,4531218465.41,262071629.0,纺织服饰-服装家纺-饰品,20210210,238400647.0,300945.SZ,曼卡龙,2163847532.23,15.3565,14.0887
875,4135750477.47,胶体金免疫层析试纸||酶联免疫（elisa）试剂盒||理化试剂||分子生物学产品——荧光||pcr||试剂盒与核酸提取试剂盒||快检仪器||附件箱||快检服务||体外诊断快速检测（poct）产品||荧光pcr试剂盒||核酸提取试剂盒||荧光pcr试剂盒和核酸提取试剂盒||快速检测仪器及相关快检服务||食品安全快速检测试剂,2.05,深圳市,4.8903,172.1026,3896966.64,4135750477.47,405068607.0,医药生物-医疗器械-体外诊断,20210209,405068607.0,300942.SZ,易瑞生物,185633642.05,38.5545,64.3049
876,2455740446.36,双流量电磁阀||电磁比例阀||电子气液比调节阀||拉断阀||切断阀||油气回收拉断阀||油气回收控制系统||燃气调压器||调压箱/柜||高中压调压站||城市门站||供热水路控制阀||四通阀||汽车空调热力膨胀阀||双向热力膨胀阀||凸轮轴||挺柱||紧急切断阀||流量电磁阀||氢能驱动阀||氢能进堆电磁阀||户内调压器||燃气过滤器||调压箱||/柜燃气流量计@mrs智慧燃气调压站||水路电机||换热站||电磁热力膨胀阀||电子膨胀阀||汽车空调电磁阀||燃气调压器预警系统||牺牲阳极管地电位检测系统||调压器检修智能检测仪||阀门井智能监控终端||油气回收部件||氢能电磁阀,4.14,绍兴市,3.7628,68.8784,39475645.04,3725829600.0,203820000.0,机械设备-通用设备-金属制品,20210210,134340287.0,300943.SZ,春晖智控,378962837.65,20.5132,25.593
877,2721432847.68,植被恢复||水环境治理||综合性治理||园林绿化||市政公用||植被恢复水环境治理||土地整治||其他,-0.99,青岛市,3.7792,-284.4108,-7123149.35,2889133112.34,158918213.0,环保-环境治理-综合环境治理,20210225,149693776.0,300948.SZ,冠中生态,108080526.81,49.5841,37.0161
878,1614894046.04,社区类产品||商业空间类产品||市政类产品||旅游类产品||景观设计||epc总承包||综合文旅,-4.21,深圳市,4.2495,-74.2297,-103739925.08,2840256364.0,60328300.0,建筑装饰-建筑装饰-装饰园林,20210226,34301063.0,300949.SZ,奥雅股份,321207109.46,42.5645,31.1088
879,3748522635.0,轻型模切工具||重型模切工具||双金属带锯条||冷切金属圆锯片||美工刀||cnc全自动圆锯机||柔性材料智能裁切机||锯切工具||裁切工具||智能数控装备||模切工具||高速数控带锯床||直线导轨副||cnc加工中心,3.68,莆田市,6.3871,131.3401,79006329.29,7714585710.0,156007800.0,机械设备-通用设备-金属制品,20210208,75804300.0,300946.SZ,恒而达,478007267.11,29.4046,28.8119
880,873714261.59,内饰功能件||模具||agv机器人集成解决方案||非汽车零部件,6.49,宁波市,2.9374,34.8615,1369733.3,1710660100.0,64970000.0,汽车-汽车零部件-车身附件及饰件,20230222,33183223.0,920906.BJ,舜宇精工,494135435.16,53.7495,17.1875
881,2979252855.32,租赁服务||会员服务||其他服务||会员及其他服务,0.79,长宁区,2.3855,222.503,22251958.0,2980435365.12,151137696.0,商贸零售-零售-商业物业经营,20210210,151077731.0,300947.SZ,德必集团,909307605.13,75.9465,30.2582
882,29829142966.68,集装箱||杂货||矿石||散粮||客运||增值||汽车||油品||东亚自贸||集装箱业务||港口||液体化工||码头业务||油品业务||散杂货||客运滚装||增值服务,3.22,大连市,0.9455,22.0272,945507622.36,33725092987.297,23571767213.0,交通运输-港口航运-港口,20101206,18413051214.0,601880.SH,辽港股份,8426247397.07,22.9329,31.1983
883,17512935844.8,输变电产品||变压器||新能源||多晶硅||薄膜||风电||输变电||光伏组件||薄膜电池||高端变压器||电力设备||核电变压器||太阳能业务||大型变压器||新光硅||电池||互感器||电力变压器||干式变压器||特种变压器||变压器附件,21.11,保定市,22.3698,90.0045,84398754.98,17512935844.8,1841528480.0,电力设备-电网设备-输变电设备,20010228,1841528480.0,600550.SH,保变电气,4502410058.73,87.8346,12.8565
884,9944100000.0,数控龙门加工中心||数控卧式加工中心||数控卧式车床(车铣中心)||数控落地式镗铣加工中心||数控立式车床（车铣磨中心）||数控立式加工中心||数控卧式车床||数控落地镗铣加工中心||数控立式车床||塑料机械||油压成型机||工业机器人与自动化设备||数控车床,12.19,宁波市,3.4822,22.0908,403786810.46,9944100000.0,522000000.0,机械设备-通用设备-机床工具,20161107,522000000.0,601882.SH,海天精工,2521277176.06,44.5254,25.9831
885,5844836160.18,一般图书||期刊杂志||数字产品||印装及制造业务||印刷物资销售||文化商品销售||电子商务||培训||科技孵化||影视收入||印刷器材||光盘||安徽画报社||安徽电子音像出版社||黄山书社||纸张销售||电子音像||教材教辅||印刷业务||印装业务||图书出版||图书||传媒||文化传媒||影视动漫||影视||数字出版业务||数字出版||教材||出版业务||商品贸易||影视剧||印刷发行||期刊传媒||互联网出版||艺术品经营||影视剧制作||国内外贸易||文化商品销售等||教材的代理发行||期刊||电子出版物||音像制品||数字出版物||教辅的编辑出版||数字出版技术研发||在线教育||知识服务||数字印刷||文化电子商务||印刷包装||纸张||印刷设备||文化产品的采购贸易||委托理财||委托贷款||股权投资||商业地产运营||艺术品交易||教育培训||课后服务||教辅编辑出版||其它新媒体业务拓展||教育服务业务||印刷包装业务||印刷设备及相关文化产品的采购贸易||购买理财产品||自营商业地产运营||影视投资,4.73,合肥市,0.9973,15.8081,261472715.11,5844836160.18,678055239.0,传媒-文化传媒-出版,20020905,678055239.0,600551.SH,时代出版,5492354646.41,29.7892,9.5791
886,115170340205.7,经纪和财富管理||机构销售和投资研究||融资融券||自营和其他证券交易服务||证券经纪业务||期货经纪||投资银行业务||资产管理业务||海外业务||自营及其他证券交易业务||零售经纪及财富管理||金融产品销售业务||信用业务||机构业务||国际业务||投资交易业务||期货业务||另类投资业务||私募股权投资管理业务,8.77,丰台区,1.4788,11.8881,6963658334.31,149359126226.53,10934402256.0,非银金融-证券-证券Ⅲ,20170123,7243417623.0,601881.SH,中国银河,22750711256.24,82.3005,
887,10617381488.56,餐饮客房服务||新材料||浮法玻璃||ito导电膜玻璃||电容式触摸屏||ito导电玻璃||触摸屏||氧化锆||玻璃||高纯锆||减薄玻璃||高纯氧化锆||纯氧化锆||ito导电膜（万片）||氧化锆（吨）||硅酸锆（吨）||触摸屏玻璃（万片）||tft-lcd玻璃减薄(万片)||电子信息显示||新型显示||电熔氧化锆||硅酸锆||稳定锆||纳米钛酸钡产品||稀土抛光粉产品||超薄电子玻璃||柔性可折叠玻璃（utg）||柔性触控||面板减薄||显示触控一体化模组||球形石英粉||高纯合成二氧化硅||纳米钛酸钡||稀土抛光粉||拥有较为完整的显示产业链,3.04,蚌埠市,2.4976,61.8831,111837975.39,10617381488.56,944606894.0,电子-光学光电子-面板,20021108,944606894.0,600552.SH,凯盛科技,4309676545.44,60.6532,18.5191
888,9041356438.8,内装系统||幕墙系统||幕墙||内装业务||幕墙业务||建筑幕墙||幕墙工程||医院||连锁医院||建筑装饰||建筑装饰服务||医疗健康服务||室内设计||眼科医疗服务||光伏建筑,6.24,顺义区,1.2576,14.8175,433063608.54,9041356438.8,1133002060.0,建筑装饰-建筑装饰-装饰园林,20110818,1133002060.0,601886.SH,江河集团,14553553372.0,71.0878,15.7036
889,1264756656.5,康复医疗产品||康复科技产品||塑胶制品及模具,0.64,成都市,4.4357,522.2454,20742778.51,2330717356.0,68109800.0,家用电器-小家电-小家电Ⅲ,20221201,36959575.0,920199.BJ,倍益康,187258805.47,26.5586,36.6565
890,1919315079.0,巴氏杀菌乳||灭菌乳||调制乳||发酵乳||含乳饮料||其他乳制品||含乳饮料等各类液态乳制品,-4.54,兰州市,2.1027,-33.9686,-118380299.05,2190256200.0,195539347.0,食品饮料-饮料制造-乳品,20171031,171061950.0,002910.SZ,庄园牧场,629128951.05,55.0693,20.3278
891,15487044072.4,天然气||天然气销售||天然气工程||天然气加工输送等其他||天然气加工输送||佛山管道燃气||异地管道燃气||工程与设计||分布式能源||天然气贸易||燃气供应业务||燃气工程与设计业务||综合能源业务||储气调峰业务||城市燃气业务||氢能||热能||光伏及储能||sofc固体氧化物燃料电池||窑炉热工装备制造与节能减排||管道检测||氢能装备制造研发||石油化工供应链业务||天然气供应链业务||工程服务业务||生活服务||冷热能业务||光伏及储能业务||生活服务业务,8.86,佛山市,3.3255,24.2304,462265146.33,15840409447.4,1298394217.0,公用事业-燃气-燃气Ⅲ,20171122,1269429842.0,002911.SZ,佛燃能源,23501474128.61,54.4255,6.0577
892,130044784587.6,背板||高速多层板||多功能金属基板||厚铜板||高频微波板||刚挠结合板||存储芯片封装基板（emmc）||微机电系统封装基板（mems）||射频模块封装基板（rf）||wb-csp||fc-csp||高速通信封装基板||pcba板级||功能性模块||整机产品/系统总装||封装基板||电子装联产品||通信印制电路板||通信基站||otn传输设备||微波传输设备||路由器||交换机||olt||onu等光纤到户设备||服务器/存储设备||电池保护||光学摄像||无线耳机||工控医疗||毫米波雷达||激光雷达||摄像头||新能源汽车||整机产品||系统总装||模组类封装基板||存储类封装基板||应用处理器芯片封装基板||印制电路板||ai加速卡||hdi||电子装联,15.14,深圳市,8.0561,42.0435,1488055070.66,130381162462.25,666740795.0,电子-元件-印制电路板,20171213,665020632.0,002916.SZ,深南电路,16754015317.37,43.6474,28.2045
893,3493010395.71,包装型工业炸药包装系统||散装型工业炸药地面站||散装型工业炸药地面混装车||散装型工业炸药地下混装车||jwl-rma智慧民爆信息服务系统||包装型一体化复合油相||包装型乳化炸药复合乳化剂||散装型乳化炸药高分子乳化剂||工业雷管生产线||全自动连续化工业炸药生产线||移动式工业炸药生产地面站||固定式工业炸药生产地面站||井下装药器和散装型工业炸药地下装药车||机器人智能包装生产线||履带式装卸机器人系统||工业雷管全自动装配线||工业互联网智慧民爆信息管理软件||专用乳化剂及一体化复合油相||工业炸药||专用设备||化工材料||起爆器材||工程爆破,8.15,深圳市,2.7742,26.3121,107673350.42,4661506381.77,347614197.0,基础化工-化学制品-民爆用品,20171208,260478031.0,002917.SZ,金奥博,1245550721.58,39.8065,36.0563
894,5743151073.0,射频同轴连接器||电缆组件||微波元器件||射频同轴电缆组件||射频电缆,6.25,西安市,6.4973,80.0583,35992194.25,5969750400.0,187728000.0,通信-通信设备-通信网络设备及器件,20200727,180602235.0,920640.BJ,富士达,651513271.43,36.976,35.9599
895,3021601027.4,瓷质有釉砖||瓷质无釉砖||非瓷质有釉砖||陶瓷薄板||薄砖||陶瓷板||薄型陶瓷砖||纤维素醚||陶瓷板（岩板）,2.41,佛山市,1.769,54.0053,140518458.8,5796874454.22,408806379.0,轻工制造-家居用品-瓷砖地板,20171219,213088930.0,002918.SZ,蒙娜丽莎,2977020937.3,50.5394,27.1197
896,1935705007.1,消费电子类||生物识别类||食品医疗类||交通工具类||印制电路板,2.82,深圳市,6.9955,185.512,20701593.44,3676275656.43,138361899.0,电子-元件-印制电路板,20220706,72853030.0,920821.BJ,则成电子,304654100.38,36.6504,24.3208
897,6157600479.3,洗发水||护发素||沐浴露||啫喱水||膏霜||香皂||洗衣液||洗发类||护发类||美发类||沐浴类||护肤类||日化用品||印刷品||啫喱水及护肤品||网络游戏,5.07,汕头市,7.5554,109.414,96778082.38,6207392077.14,266526066.0,传媒-游戏-游戏Ⅲ,20171218,264388170.0,002919.SZ,名臣健康,1078874052.86,29.9197,53.3591
898,4929926914.29,宽带互联网数据汇聚分发管理产品||移动接入网数据采集分析产品||网络内容安全产品和大数据运营产品||网络内容安全产品||大数据运营产品||宽带网产品||移动网产品||物业及租赁||工业互联网安全产品||网络安全产品及服务||数据安全产品与服务||数据与网络安全产品,-0.64,深圳市,3.1704,-366.096,-46962003.32,5189153280.0,170752000.0,计算机-计算机设备-其他计算机设备,20171121,162222011.0,002912.SZ,中新赛克,412805885.75,17.0843,74.9799
899,10284387583.26,双面板||多层板||单/双面板||四层板||六层板及以上板||四层板及以上板||高精密印制电路板（pcb）,6.38,益阳市,2.4515,28.7275,278808252.52,10818819581.36,317360504.0,电子-元件-印制电路板,20171201,301683414.0,002913.SZ,奥士康,4031685203.69,45.7908,21.378
900,6597086387.5,4-二氯-5-氟苯乙酮||6-二氯-3-氟苯乙酮||5-四氟苯甲酰氯||5-四氟苯甲酸||5-三氟苯甲酰氯||5-三氟苯甲酸||5-三氟苯甲酸乙酯||n-甲基哌嗪||莫西沙星环合酯||奈诺沙星环合酸||6-四氟对苯二甲腈||6-四氟对苯二甲酸||6-四氟苯甲酸||6-四氟苯甲醇||6-四氟对苯二甲醇||6-四氟-4-甲氧基甲基苯甲醇||9-二[(4-羟基乙氧基)苯基]芴||1’-螺双吡咯烷鎓四氟硼酸盐||二甲基哌嗪||2.3.4.5-四氟苯系列||氟氯苯乙酮系列||哌嗪系列||2.3.5.6-四氟苯系列||bmmi||酸级萤石精粉||高品位萤石块矿||基础氟化工产品||医药化工产品||农药化工产品||新材料和电子化学品,0.6,绍兴市,5.7043,714.5295,-42994733.16,7453225787.5,325468375.0,基础化工-化学制品-氟化工,20171205,288082375.0,002915.SZ,中欣氟材,1158836981.97,54.9185,15.3341
901,1189087491.68,电力监控仪表||电力监控装置||用电安全保护装置||传感器||电力监控系统集成服务||智能电力测控仪||数显表||计量仪表||采集器||机柜测控装置||机房测控装置||配电测控装置||电气消防报警装置||电气设备保护控制装置||双电源开关设备||交流电量传感器||直流电量传感器||非电量传感器||电量变送器||用电管理系统||电力监控系统||电气实训系统||电气安全预警系统||智能模组||配件||软件,3.91,河源市,3.1395,60.4071,18368761.13,1632509824.0,161315200.0,电力设备-电网设备-电气自控设备,20230317,117498764.0,920556.BJ,雅达股份,247976678.07,18.2236,32.5056
902,6581914615.8,厨房吊顶||卫生间吊顶||客厅吊顶||卧室吊顶||餐厅吊顶||“德尚”--勃兰登堡欧式客厅墙面||“丽尚印象”集成墙面||集成吊顶||集成墙面||厨卫及隐形电器产品||工装装配式顶墙产品||家装装配式顶墙产品||厨卫电器产品||装配式工装产品||装配式家装产品,-0.22,嘉兴市,10.1841,-3426.2394,-12253438.13,6581914615.8,125729028.0,建筑材料-建筑材料-其他建材,20200803,125729028.0,605318.SH,法狮龙,375447575.56,26.2308,21.3547
903,2484341120.0,奥拉西坦注射液||丙氨酰谷氨酰胺注射液||注射用脑蛋白水解物||注射用盐酸川芎嗪||注射用骨肽||注射用炎琥宁||米氮平片||缬沙坦分散片||葡萄糖注射液||氯化钠注射液||复方氨基酸注射液||注射用肌氨肽苷||注射用甲钴胺||骨肽氯化钠注射液||伊曲康唑分散片||羟乙基淀粉130/0.4氯化钠注射液||注射用奥沙利铂||羟喜树碱注射液||注射用氯诺昔康||医用透明质酸钠修复贴||神经系统类||冻干口崩片||缬沙坦原料药||长春西汀注射剂||注射用长春西汀||冻干粉针剂||小容量注射剂||大输液||固体制剂||医疗器械||化妆品||进出口贸易||原料药||消毒液||兽药||饲料添加剂||注射用吡拉西坦||奥拉西坦氯化钠注射液||依达拉奉注射液||盐酸倍他司汀氯化钠注射液||注射用盐酸艾司洛尔||注射用脑蛋白水解物（Ⅲ）||己酮可可碱注射液||注射用阿魏酸钠||注射用利福霉素钠||克林霉素磷酸酯注射液||甲硝唑葡萄糖注射液||替硝唑氯化钠注射液||左氧氟沙星氯化钠注射液||功能食品||其他||外购药用中间体||其他业务,-10.29,哈尔滨市,2.3599,-16.1328,40582838.5,4492277210.0,316357550.0,医药生物-化学制药-化学制剂,20170922,174953600.0,002900.SZ,哈三联,580649067.87,47.2195,41.9221
904,3428493149.25,轨道交通||智慧停车||公路与城市交通||创新与衍生业务,-12.98,厦门市,17.0958,-90.3998,-6983767.76,4219932600.0,76740000.0,计算机-IT服务-IT服务Ⅲ,20230816,62347575.0,920748.BJ,路桥信息,41918299.57,47.9042,22.8045
905,4147852800.0,院线发行||影院放映业务||电影放映业务||院线发行业务||卖品业务||广告服务业务||设备销售业务||电影制片与发行业务||商标使用费业务||电影放映||销售卖品||广告服务||卖品||影视剧||设备租赁||电影放映及相关衍生业务||影视制作投资||商品销售||投资性房地产,22.34,广州市,47.0344,176.4819,-107960538.82,4466918400.0,376320000.0,传媒-影视院线-影视院线Ⅲ,20171016,349440000.0,002905.SZ,金逸影视,913825730.84,96.425,26.1874
906,16030488760.65,汽车电子产品||精密电子部件产品||精密压铸产品||led||照明||车载影音||车载互联||车载导航||数字仪表||流媒体后视镜||360环视系统||抬头显示||空调控制器||车载空气净化器||车载摄像头||无线充电||胎压监测||汽车关键零部件||精密3c电子部件||led封装||led电源||led照明灯具||机芯||智能微型投影仪||激光头及组件||汽车电子||精密压铸||精密电子部件||led照明||汽车电子业务智能座舱产品||智能驾驶及网联产品||精密压铸业务产品||新能源三电系统||动力系统||制动系统||转向系统||车身控制系统||智能座舱系统||智能驾驶系统||汽车高速高频连接器||光通讯模块,8.47,惠州市,2.3673,21.4259,464680881.91,16036276702.55,524919041.0,汽车-汽车零部件-汽车电子电气系统,20171013,524729583.0,002906.SZ,华阳集团,8790751507.47,48.4026,18.9035
907,4858615062.0,威地美(铝碳酸镁片)||长松(聚乙二醇4000散)||痛泻宁颗粒||都梁软胶囊||六味安神胶囊||八味芪龙颗粒||甘桔冰梅片||上清片||注射用甲磺酸加贝酯||甲磺酸加贝脂||注射用甲磺酸培氟沙星||注射用七叶皂苷钠||注射用胞磷胆碱钠||注射用甲磺酸加贝脂||冻干粉剂||小容量注射剂||奥美拉唑碳酸氢钠胶囊||注射用二乙酰氨乙酸乙二胺||消化系统用药||耳鼻喉科用药||精神神经系统用药||激素及调节内分泌功能药物||医药商业||医药零售||其他领域用药||威地美（铝碳酸镁片）||铝碳酸镁咀嚼片||胆舒软胶囊||注射用奥美拉唑钠||西洛他唑片||卡托普利片||阿昔洛韦片||甲硝唑片||奥利司他胶囊||盐酸戊乙奎醚注射液||融通(注射用阿魏酸钠)||水王(螺旋藻胶囊)||欧得曼(盐酸特拉唑嗪胶囊)||注射用布美他尼||平消片||曲克芦丁注射液||茶愈胶囊||苍耳子鼻炎胶囊||威地美（铝碳酸镁片/咀嚼片）||长松（聚乙二醇4000散）||痛泻宁颗粒及都梁软胶囊||其他||融通（注射用阿魏酸钠）||水王（螺旋藻胶囊）||欧得曼（盐酸特拉唑嗪胶囊）||奥美沙坦酯氨氯地平片||小儿咽扁颗粒||复方聚乙二醇电解质散(Ⅲ)||甲磺酸雷沙吉兰片||阿戈美拉汀片,4.31,荣昌区,4.006,70.0263,74576835.63,6765060286.8,417596314.0,医药生物-中药-中药Ⅲ,20171020,299914510.0,002907.SZ,华森制药,625912023.87,14.3997,58.2204
908,4721544604.0,基于数据驱动的企业业务分析与应用||基于数据智能的行业应用解决方案||数据产品||解决方案||慧辰数云||慧辰数客||慧辰数联||xmfactory||dmengine||农业场景化saas,-5.94,海淀区,6.8065,-84.2638,-61212305.43,4849108124.0,75296710.0,计算机-IT服务-IT服务Ⅲ,20200716,73315910.0,688500.SH,慧辰股份,314711974.08,27.701,23.3876
909,3244093090.56,社保卡||公众服务自助终端||“德生宝”||便民服务终端||tsw-f4||按键式ic卡读写器||sw-f4||m21d||多功能读卡器||身份证服务终端及软件||社保服务终端||社保信息化服务解决方案||身份证服务终端及解决方案||传统社保卡及读写设备||一卡通及aiot应用||人社运营及大数据服务,0.39,广州市,3.9328,738.7095,8951218.11,4348835447.04,431432088.0,计算机-IT服务-IT服务Ⅲ,20171020,321834632.0,002908.SZ,德生科技,358191141.47,22.4484,45.9122
910,13895908091.66,髓内钉||空心钉||普通钉板||锁定钉板||外固定器||骨针||线缆||脊柱接骨板（前路）||脊柱内固定器（后路）||椎间融合器||颅骨修复钛网系列||硬脑膜||脊柱接骨板系统||椎弓根螺钉系统||足踝钉板产品||外固定支架||小儿产品||脊柱接骨板||（前路）||脊柱内固定器||（后路）||髋关节假体||膝关节假体||一次性腹腔镜穿刺器系列||椎体成形||微小型接骨板||螺钉系统||不可吸收带线锚钉||带袢钛板||种植体系统||脊柱耗材||手/足钉板产品||线缆等其他产品,12.83,厦门市,5.9772,35.2234,239875968.2,19943319604.02,414019506.0,医药生物-医疗器械-医疗耗材,20170922,288476398.0,002901.SZ,大博医疗,1876254824.66,24.5319,71.2296
